"","items","count","total","rnd","customer","age","city","paymentType"
"6099","other vegetables,rolls/buns,white wine",3,599,13,"Sayed",37,"Cairo","Cash"
"6100","seasonal products",1,2164,8,"Rania",37,"Dakahlia","Cash"
"6101","frankfurter,sausage,root vegetables,other vegetables,yogurt,UHT-milk,white bread,long life bakery product,chocolate,specialty bar,candy",11,1261,8,"Rania",37,"Dakahlia","Credit"
"6102","pork,tropical fruit,pip fruit,processed cheese,spread cheese,curd cheese,bottled beer",7,1073,8,"Rania",37,"Dakahlia","Cash"
"6103","sausage,whole milk,cream cheese ,brown bread",4,651,13,"Sayed",37,"Cairo","Cash"
"6104","dessert,pastry,canned beer",3,1880,13,"Sayed",37,"Cairo","Credit"
"6105","citrus fruit,grapes,whipped/sour cream,flour,margarine,sugar,soups,baking powder,long life bakery product,waffles,chocolate,specialty bar,dish cleaner,female sanitary products,cling film/bags",15,267,8,"Rania",37,"Dakahlia","Credit"
"6106","sausage,coffee,canned beer,liquor,red/blush wine,sparkling wine,shopping bags",7,194,13,"Sayed",37,"Cairo","Cash"
"6107","yogurt,sugar,baking powder,fruit/vegetable juice,newspapers",5,340,13,"Sayed",37,"Cairo","Credit"
"6108","whole milk,yogurt,mustard,bottled water,newspapers",5,335,8,"Rania",37,"Dakahlia","Cash"
"6109","rolls/buns",1,1839,8,"Rania",37,"Dakahlia","Cash"
"6110","whole milk,yogurt,coffee",3,2146,13,"Sayed",37,"Cairo","Credit"
"6111","frankfurter,butter milk,rolls/buns,coffee",4,1626,8,"Rania",37,"Dakahlia","Cash"
"6112","beef,tropical fruit,onions,whole milk,butter,yogurt,rolls/buns,brown bread,sauces,canned vegetables,bottled water,fruit/vegetable juice,canned beer,long life bakery product,specialty chocolate",15,1995,13,"Sayed",37,"Cairo","Cash"
"6113","other vegetables,curd,yogurt,shopping bags",4,1458,13,"Sayed",37,"Cairo","Cash"
"6114","sausage,rolls/buns,newspapers",3,833,13,"Sayed",37,"Cairo","Cash"
"6115","liver loaf,rolls/buns,soda",3,1722,8,"Rania",37,"Dakahlia","Cash"
"6116","chicken,whole milk",2,1854,13,"Sayed",37,"Cairo","Cash"
"6117","bottled water,soda",2,307,8,"Rania",37,"Dakahlia","Credit"
"6118","beef,citrus fruit,rice,dog food,soda,fruit/vegetable juice,dishes,shopping bags",8,1882,13,"Sayed",37,"Cairo","Credit"
"6119","frankfurter,other vegetables,whole milk,curd,frozen fish,domestic eggs,margarine,tea,bottled beer,canned beer",10,2111,13,"Sayed",37,"Cairo","Cash"
"6120","baking powder,soda,shopping bags",3,350,8,"Rania",37,"Dakahlia","Credit"
"6121","pet care",1,1942,13,"Sayed",37,"Cairo","Cash"
"6122","pip fruit,soft cheese",2,1151,8,"Rania",37,"Dakahlia","Credit"
"6123","citrus fruit,butter",2,1686,13,"Sayed",37,"Cairo","Credit"
"6124","canned beer",1,1950,8,"Rania",37,"Dakahlia","Cash"
"6125","sausage,other vegetables,butter,pastry,soda,dishes",6,844,8,"Rania",37,"Dakahlia","Credit"
"6126","other vegetables,snack products",2,2010,13,"Sayed",37,"Cairo","Cash"
"6127","pork,root vegetables,beverages,white bread,sugar",5,991,8,"Rania",37,"Dakahlia","Cash"
"6128","rolls/buns",1,792,8,"Rania",37,"Dakahlia","Cash"
"6129","frankfurter,whole milk,yogurt,tidbits,frozen vegetables,rolls/buns,detergent",7,993,8,"Rania",37,"Dakahlia","Cash"
"6130","sausage,rolls/buns",2,970,8,"Rania",37,"Dakahlia","Cash"
"6131","yogurt,soda",2,1733,8,"Rania",37,"Dakahlia","Cash"
"6132","whipped/sour cream,frozen vegetables",2,1135,8,"Rania",37,"Dakahlia","Credit"
"6133","newspapers",1,2383,8,"Rania",37,"Dakahlia","Cash"
"6134","frozen meals",1,500,13,"Sayed",37,"Cairo","Cash"
"6135","frozen meals",1,1508,8,"Rania",37,"Dakahlia","Credit"
"6136","ice cream,kitchen towels",2,2138,8,"Rania",37,"Dakahlia","Cash"
"6137","berries,whole milk,whipped/sour cream,beverages,fruit/vegetable juice,newspapers",6,1693,8,"Rania",37,"Dakahlia","Credit"
"6138","frankfurter,sausage,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,frozen meals,frozen fish,brown bread,rice,oil,red/blush wine,hygiene articles",17,1547,13,"Sayed",37,"Cairo","Cash"
"6139","other vegetables,whole milk,curd",3,1996,8,"Rania",37,"Dakahlia","Cash"
"6140","citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,specialty cheese,canned vegetables",7,991,8,"Rania",37,"Dakahlia","Cash"
"6141","tropical fruit,other vegetables,frozen vegetables,white bread,pastry,sugar,soda,shopping bags",8,509,8,"Rania",37,"Dakahlia","Cash"
"6142","waffles",1,2391,13,"Sayed",37,"Cairo","Credit"
"6143","sausage",1,1458,8,"Rania",37,"Dakahlia","Credit"
"6144","canned beer,specialty bar",2,1333,8,"Rania",37,"Dakahlia","Cash"
"6145","whole milk,cake bar",2,953,8,"Rania",37,"Dakahlia","Cash"
"6146","chicken,frozen vegetables,frozen dessert,bottled water,soda",5,716,13,"Sayed",37,"Cairo","Credit"
"6147","ham,beef,whole milk,whipped/sour cream,cream cheese ,ice cream,bottled water,specialty chocolate",8,2139,13,"Sayed",37,"Cairo","Credit"
"6148","frozen fish,chocolate marshmallow,candy,male cosmetics",4,1299,8,"Rania",37,"Dakahlia","Credit"
"6149","canned beer,white wine",2,1494,13,"Sayed",37,"Cairo","Credit"
"6150","cat food,white wine,shopping bags",3,1316,13,"Sayed",37,"Cairo","Credit"
"6151","pork",1,1192,8,"Rania",37,"Dakahlia","Cash"
"6152","shopping bags",1,1293,13,"Sayed",37,"Cairo","Cash"
"6153","whole milk,soda,seasonal products",3,779,13,"Sayed",37,"Cairo","Cash"
"6154","bottled water",1,2491,13,"Sayed",37,"Cairo","Cash"
"6155","pork,tropical fruit,soda,canned beer,liquor (appetizer),newspapers",6,2470,8,"Rania",37,"Dakahlia","Cash"
"6156","other vegetables,sweet spreads,long life bakery product,detergent",4,160,13,"Sayed",37,"Cairo","Credit"
"6157","sausage,pastry",2,2297,8,"Rania",37,"Dakahlia","Credit"
"6158","tropical fruit,coffee,soda,misc. beverages,canned beer,waffles,chocolate",7,236,8,"Rania",37,"Dakahlia","Cash"
"6159","chicken,pork,beef,grapes,other vegetables,whole milk,butter,yogurt,margarine,waffles",10,2201,8,"Rania",37,"Dakahlia","Cash"
"6160","sausage,spices,newspapers",3,2424,8,"Rania",37,"Dakahlia","Cash"
"6161","curd,specialty cheese,flour,long life bakery product",4,2362,8,"Rania",37,"Dakahlia","Cash"
"6162","yogurt,bottled water,misc. beverages,fruit/vegetable juice,candy,light bulbs,newspapers",7,234,13,"Sayed",37,"Cairo","Credit"
"6163","ham,chicken,other vegetables,processed cheese,white bread,detergent",6,2338,13,"Sayed",37,"Cairo","Cash"
"6164","tropical fruit,yogurt,beverages,rolls/buns,waffles,specialty chocolate,shopping bags",7,1037,8,"Rania",37,"Dakahlia","Cash"
"6165","brown bread,pastry,bottled water",3,601,8,"Rania",37,"Dakahlia","Cash"
"6166","frankfurter,margarine,newspapers,shopping bags",4,1320,8,"Rania",37,"Dakahlia","Credit"
"6167","waffles",1,2253,8,"Rania",37,"Dakahlia","Cash"
"6168","frankfurter,sausage,hamburger meat,pip fruit,other vegetables,whole milk,dessert,frozen meals,domestic eggs,soda",10,167,8,"Rania",37,"Dakahlia","Cash"
"6169","red/blush wine,specialty bar",2,226,8,"Rania",37,"Dakahlia","Credit"
"6170","bottled water,soda,pot plants",3,1952,13,"Sayed",37,"Cairo","Credit"
"6171","soda",1,1000,13,"Sayed",37,"Cairo","Credit"
"6172","frankfurter,onions,whole milk",3,1637,8,"Rania",37,"Dakahlia","Cash"
"6173","soda,long life bakery product,shopping bags",3,1606,13,"Sayed",37,"Cairo","Cash"
"6174","hamburger meat,other vegetables,rolls/buns",3,1713,8,"Rania",37,"Dakahlia","Credit"
"6175","soda,bottled beer",2,1907,13,"Sayed",37,"Cairo","Credit"
"6176","rolls/buns,brown bread,canned beer",3,1245,13,"Sayed",37,"Cairo","Credit"
"6177","pip fruit,root vegetables,herbs,whole milk,curd,yogurt,canned fish,pot plants",8,2072,13,"Sayed",37,"Cairo","Cash"
"6178","sausage,whole milk,margarine",3,1703,13,"Sayed",37,"Cairo","Cash"
"6179","berries",1,439,8,"Rania",37,"Dakahlia","Cash"
"6180","frankfurter,hamburger meat,root vegetables,other vegetables,whole milk,curd,sliced cheese,processed cheese,frozen meals,ice cream,domestic eggs,bottled water,fruit/vegetable juice,bottled beer",14,1971,13,"Sayed",37,"Cairo","Credit"
"6181","chicken,berries,root vegetables,herbs,other vegetables,whole milk,curd,ice cream,domestic eggs,margarine,soups,newspapers",12,1562,8,"Rania",37,"Dakahlia","Cash"
"6182","pork,root vegetables,bottled water,soda",4,1519,13,"Sayed",37,"Cairo","Credit"
"6183","long life bakery product,newspapers",2,1489,13,"Sayed",37,"Cairo","Credit"
"6184","tropical fruit,root vegetables,whole milk,curd,dessert,butter milk,yogurt,sauces,bottled water,syrup,specialty chocolate,cleaner",12,1689,8,"Rania",37,"Dakahlia","Cash"
"6185","root vegetables,margarine,bottled water,soda",4,1255,8,"Rania",37,"Dakahlia","Cash"
"6186","berries,yogurt,domestic eggs,newspapers",4,631,8,"Rania",37,"Dakahlia","Credit"
"6187","ice cream",1,1048,13,"Sayed",37,"Cairo","Cash"
"6188","sausage,rolls/buns,pastry,soda,seasonal products,shopping bags",6,2413,8,"Rania",37,"Dakahlia","Credit"
"6189","bottled water,flower (seeds)",2,1846,8,"Rania",37,"Dakahlia","Cash"
"6190","bottled water",1,327,8,"Rania",37,"Dakahlia","Credit"
"6191","bottled beer",1,1152,8,"Rania",37,"Dakahlia","Credit"
"6192","hamburger meat,pip fruit,tea,bottled beer,white wine",5,1639,13,"Sayed",37,"Cairo","Cash"
"6193","shopping bags",1,2364,8,"Rania",37,"Dakahlia","Credit"
"6194","oil,candy",2,1841,13,"Sayed",37,"Cairo","Credit"
"6195","other vegetables",1,564,8,"Rania",37,"Dakahlia","Credit"
"6196","soda",1,699,13,"Sayed",37,"Cairo","Credit"
"6197","frozen dessert,pastry,semi-finished bread,vinegar,coffee",5,533,8,"Rania",37,"Dakahlia","Cash"
"6198","whole milk,frozen vegetables,bottled water",3,1437,13,"Sayed",37,"Cairo","Credit"
"6199","soda",1,307,8,"Rania",37,"Dakahlia","Credit"
"6200","whole milk,UHT-milk,frozen potato products,baking powder,pet care,popcorn,candy",7,720,8,"Rania",37,"Dakahlia","Cash"
"6201","whole milk,dessert,yogurt,white bread",4,1151,13,"Sayed",37,"Cairo","Credit"
"6202","frankfurter,dessert,rolls/buns,artif. sweetener,mustard,canned beer,dish cleaner,male cosmetics",8,2241,13,"Sayed",37,"Cairo","Cash"
"6203","tropical fruit,pip fruit,whole milk,hard cheese,frozen meals,white bread,zwieback,sparkling wine,softener,hygiene articles,newspapers",11,196,8,"Rania",37,"Dakahlia","Cash"
"6204","chocolate",1,871,8,"Rania",37,"Dakahlia","Cash"
"6205","soda",1,2345,13,"Sayed",37,"Cairo","Credit"
"6206","citrus fruit,pip fruit,grapes,other vegetables,brown bread,cat food,bottled water,napkins",8,169,13,"Sayed",37,"Cairo","Credit"
"6207","beef,tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,salty snack",7,1218,8,"Rania",37,"Dakahlia","Credit"
"6208","shopping bags",1,541,8,"Rania",37,"Dakahlia","Cash"
"6209","whipped/sour cream,napkins",2,502,13,"Sayed",37,"Cairo","Cash"
"6210","soda",1,1567,8,"Rania",37,"Dakahlia","Credit"
"6211","UHT-milk,bottled water",2,1697,8,"Rania",37,"Dakahlia","Cash"
"6212","nuts/prunes,canned fish,soda,shopping bags",4,1087,13,"Sayed",37,"Cairo","Credit"
"6213","domestic eggs,candy",2,677,8,"Rania",37,"Dakahlia","Cash"
"6214","whole milk,butter,sugar,coffee",4,2455,8,"Rania",37,"Dakahlia","Credit"
"6215","citrus fruit,whole milk,butter,yogurt,frozen vegetables,rolls/buns,baking powder,instant coffee,napkins,dishes,newspapers",11,1234,8,"Rania",37,"Dakahlia","Credit"
"6216","beef,soft cheese,bottled beer",3,1989,8,"Rania",37,"Dakahlia","Cash"
"6217","rolls/buns,bottled water",2,965,13,"Sayed",37,"Cairo","Credit"
"6218","UHT-milk,condensed milk,sugar,coffee,cling film/bags",5,1054,13,"Sayed",37,"Cairo","Credit"
"6219","yogurt,cream cheese ,spread cheese,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,chocolate,newspapers",10,1085,8,"Rania",37,"Dakahlia","Cash"
"6220","bottled water,soda,salty snack",3,2465,13,"Sayed",37,"Cairo","Cash"
"6221","meat,root vegetables,hard cheese,brown bread",4,600,13,"Sayed",37,"Cairo","Cash"
"6222","citrus fruit,other vegetables,curd,brown bread,hygiene articles",5,1036,8,"Rania",37,"Dakahlia","Cash"
"6223","frankfurter,beef,whole milk,chocolate marshmallow",4,1694,13,"Sayed",37,"Cairo","Credit"
"6224","ham,hamburger meat,whole milk,processed cheese,rolls/buns,pastry,Instant food products,fruit/vegetable juice,salty snack,chocolate marshmallow",10,1149,8,"Rania",37,"Dakahlia","Cash"
"6225","rolls/buns",1,296,8,"Rania",37,"Dakahlia","Cash"
"6226","whole milk",1,2166,8,"Rania",37,"Dakahlia","Credit"
"6227","other vegetables",1,1770,8,"Rania",37,"Dakahlia","Credit"
"6228","yogurt,canned fish",2,1204,13,"Sayed",37,"Cairo","Credit"
"6229","sausage,pastry,soda,salty snack,newspapers,shopping bags",6,827,8,"Rania",37,"Dakahlia","Cash"
"6230","frankfurter,tropical fruit,root vegetables,butter milk,beverages,brown bread,fruit/vegetable juice",7,1873,8,"Rania",37,"Dakahlia","Credit"
"6231","pork,newspapers",2,2397,8,"Rania",37,"Dakahlia","Credit"
"6232","fruit/vegetable juice",1,1893,8,"Rania",37,"Dakahlia","Cash"
"6233","bottled beer",1,2369,13,"Sayed",37,"Cairo","Cash"
"6234","yogurt,spread cheese,pastry,shopping bags",4,812,13,"Sayed",37,"Cairo","Credit"
"6235","rolls/buns,brown bread",2,2040,8,"Rania",37,"Dakahlia","Credit"
"6236","cream cheese ,coffee,bottled water",3,1675,13,"Sayed",37,"Cairo","Credit"
"6237","berries,yogurt,cat food,chocolate",4,2465,8,"Rania",37,"Dakahlia","Credit"
"6238","whole milk,rolls/buns,vinegar,baking powder,instant coffee,bottled water,napkins,dishes,flower soil/fertilizer",9,1539,13,"Sayed",37,"Cairo","Cash"
"6239","beef,pip fruit,other vegetables,whole milk,curd cheese,rolls/buns,pastry,soda",8,403,8,"Rania",37,"Dakahlia","Credit"
"6240","sausage,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,meat spreads,instant coffee,bottled water,soda",10,2283,13,"Sayed",37,"Cairo","Credit"
"6241","citrus fruit,brown bread,pastry,white wine,chocolate,shopping bags",6,2141,8,"Rania",37,"Dakahlia","Cash"
"6242","fruit/vegetable juice",1,796,8,"Rania",37,"Dakahlia","Credit"
"6243","citrus fruit,tropical fruit,other vegetables,rolls/buns,shopping bags",5,1073,8,"Rania",37,"Dakahlia","Credit"
"6244","whole milk,margarine,baking powder,bottled water,bottled beer,waffles,napkins",7,574,13,"Sayed",37,"Cairo","Credit"
"6245","soups,male cosmetics",2,2294,13,"Sayed",37,"Cairo","Cash"
"6246","whipped/sour cream",1,1080,13,"Sayed",37,"Cairo","Credit"
"6247","whole milk,pastry,semi-finished bread,sugar,soda,salty snack,specialty bar",7,949,8,"Rania",37,"Dakahlia","Cash"
"6248","grapes,brown bread",2,1250,8,"Rania",37,"Dakahlia","Credit"
"6249","frankfurter,sausage,citrus fruit,frozen vegetables,frozen meals,vinegar,oil,coffee,waffles,cooking chocolate,hygiene articles",11,1309,13,"Sayed",37,"Cairo","Credit"
"6250","tropical fruit,butter milk,brown bread,flour",4,747,8,"Rania",37,"Dakahlia","Cash"
"6251","finished products,whole milk,softener",3,1378,8,"Rania",37,"Dakahlia","Cash"
"6252","whole milk,white bread,mustard,bottled water,soda,newspapers",6,1588,8,"Rania",37,"Dakahlia","Cash"
"6253","sausage,ham,root vegetables,other vegetables,whole milk,yogurt,rolls/buns,pastry,margarine,bottled water,shopping bags",11,286,13,"Sayed",37,"Cairo","Credit"
"6254","pastry,soda",2,1258,8,"Rania",37,"Dakahlia","Cash"
"6255","frankfurter,tropical fruit,other vegetables,spices,flower (seeds)",5,1924,13,"Sayed",37,"Cairo","Credit"
"6256","other vegetables,soda,shopping bags",3,644,8,"Rania",37,"Dakahlia","Credit"
"6257","frankfurter,rolls/buns,pastry",3,1492,8,"Rania",37,"Dakahlia","Credit"
"6258","citrus fruit,berries,pastry,male cosmetics,hygiene articles",5,1305,8,"Rania",37,"Dakahlia","Credit"
"6259","soda",1,394,13,"Sayed",37,"Cairo","Cash"
"6260","pip fruit,butter,yogurt",3,1868,8,"Rania",37,"Dakahlia","Credit"
"6261","chicken,spread cheese,frozen meals,domestic eggs",4,602,8,"Rania",37,"Dakahlia","Cash"
"6262","citrus fruit,yogurt,rolls/buns,pastry",4,2282,8,"Rania",37,"Dakahlia","Credit"
"6263","specialty bar",1,2414,13,"Sayed",37,"Cairo","Credit"
"6264","chicken,other vegetables,chewing gum,shopping bags",4,1129,8,"Rania",37,"Dakahlia","Cash"
"6265","other vegetables,whole milk,chocolate",3,1731,8,"Rania",37,"Dakahlia","Cash"
"6266","citrus fruit,other vegetables,whole milk,soda",4,1349,13,"Sayed",37,"Cairo","Credit"
"6267","other vegetables",1,173,13,"Sayed",37,"Cairo","Cash"
"6268","finished products,butter,curd,soda",4,684,13,"Sayed",37,"Cairo","Credit"
"6269","frozen vegetables,flour,bottled beer,liquor (appetizer),salty snack,dishes",6,2463,8,"Rania",37,"Dakahlia","Cash"
"6270","mayonnaise",1,1943,13,"Sayed",37,"Cairo","Cash"
"6271","soda",1,870,13,"Sayed",37,"Cairo","Cash"
"6272","flour",1,1532,13,"Sayed",37,"Cairo","Credit"
"6273","onions,brown bread",2,1838,8,"Rania",37,"Dakahlia","Credit"
"6274","pip fruit,grapes,yogurt,hard cheese,napkins",5,1751,13,"Sayed",37,"Cairo","Cash"
"6275","chicken,root vegetables",2,490,8,"Rania",37,"Dakahlia","Cash"
"6276","soda",1,166,8,"Rania",37,"Dakahlia","Cash"
"6277","hygiene articles",1,1862,13,"Sayed",37,"Cairo","Cash"
"6278","citrus fruit,tropical fruit,dessert,fruit/vegetable juice",4,1460,8,"Rania",37,"Dakahlia","Credit"
"6279","cake bar,specialty chocolate",2,341,8,"Rania",37,"Dakahlia","Cash"
"6280","whole milk",1,854,8,"Rania",37,"Dakahlia","Cash"
"6281","root vegetables,other vegetables,canned fish,shopping bags",4,238,8,"Rania",37,"Dakahlia","Cash"
"6282","chicken,frozen vegetables,soda,canned beer,hygiene articles",5,449,13,"Sayed",37,"Cairo","Credit"
"6283","baking powder",1,1266,8,"Rania",37,"Dakahlia","Cash"
"6284","root vegetables",1,975,8,"Rania",37,"Dakahlia","Credit"
"6285","condensed milk,coffee,shopping bags",3,2382,8,"Rania",37,"Dakahlia","Cash"
"6286","citrus fruit,other vegetables,beverages,snack products",4,345,8,"Rania",37,"Dakahlia","Cash"
"6287","frankfurter,pork,whole milk,yogurt,UHT-milk,brown bread",6,2102,13,"Sayed",37,"Cairo","Credit"
"6288","tropical fruit,pip fruit,grapes",3,1791,8,"Rania",37,"Dakahlia","Credit"
"6289","finished products,grapes,other vegetables,curd,beverages,rolls/buns,pastry,waffles,specialty bar",9,2083,13,"Sayed",37,"Cairo","Cash"
"6290","misc. beverages",1,723,8,"Rania",37,"Dakahlia","Cash"
"6291","beef,citrus fruit,grapes,berries,butter milk,yogurt,sliced cheese,rolls/buns",8,1415,8,"Rania",37,"Dakahlia","Credit"
"6292","berries,whole milk,whipped/sour cream,pastry,soda,chewing gum,chocolate,candy",8,2225,8,"Rania",37,"Dakahlia","Credit"
"6293","sausage,mayonnaise,rolls/buns,shopping bags",4,1968,8,"Rania",37,"Dakahlia","Cash"
"6294","meat,hamburger meat,onions,other vegetables,condensed milk,brown bread",6,2207,8,"Rania",37,"Dakahlia","Cash"
"6295","chicken,grapes,whole milk,yogurt,sliced cheese,bottled water,fruit/vegetable juice",7,1449,8,"Rania",37,"Dakahlia","Credit"
"6296","rolls/buns,canned beer",2,1191,13,"Sayed",37,"Cairo","Cash"
"6297","rolls/buns",1,562,13,"Sayed",37,"Cairo","Credit"
"6298","rolls/buns,bottled beer",2,1808,13,"Sayed",37,"Cairo","Cash"
"6299","pip fruit,berries,other vegetables,butter,yogurt,soda,chocolate,house keeping products",8,746,13,"Sayed",37,"Cairo","Credit"
"6300","onions,other vegetables,roll products ,bottled beer,liquor (appetizer),newspapers",6,957,13,"Sayed",37,"Cairo","Cash"
"6301","sausage,citrus fruit,berries,whipped/sour cream,rolls/buns,canned beer,specialty bar,napkins",8,1397,8,"Rania",37,"Dakahlia","Credit"
"6302","other vegetables,soft cheese,soda,bottled beer",4,395,8,"Rania",37,"Dakahlia","Cash"
